epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,17780.4,0.91826,0.70144,1.26186,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.005545,0.005545,0.005545
47,18155.6,0.91682,0.7004,1.26232,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.005446,0.005446,0.005446
48,18532.1,0.91629,0.69542,1.25901,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.005347,0.005347,0.005347
49,18907.6,0.90202,0.68431,1.2494,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.005248,0.005248,0.005248
50,19285.2,0.90744,0.68254,1.25211,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.005149,0.005149,0.005149
51,19660.3,0.9021,0.68472,1.25407,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.00505,0.00505,0.00505
52,20039,nan,nan,nan,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.004951,0.004951,0.004951
53,20419.7,nan,nan,nan,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.004852,0.004852,0.004852
54,20800.4,0.89231,0.67371,1.2406,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.004753,0.004753,0.004753
55,21176.7,0.89728,0.66769,1.24467,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.004654,0.004654,0.004654
56,21551.8,0.88309,0.66628,1.23749,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.004555,0.004555,0.004555
57,21927.2,0.87868,0.6524,1.23307,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.004456,0.004456,0.004456
58,22308.5,0.87886,0.6512,1.23674,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.004357,0.004357,0.004357
59,22684.3,0.87879,0.64388,1.23229,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.004258,0.004258,0.004258
60,23060.6,0.8717,0.64566,1.22866,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.004159,0.004159,0.004159
61,23434.4,0.86094,0.6343,1.22552,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.00406,0.00406,0.00406
62,23811.4,0.86194,0.63889,1.22568,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.003961,0.003961,0.003961
63,24188.2,0.86129,0.63465,1.22569,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.003862,0.003862,0.003862
64,24562.8,nan,nan,nan,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.003763,0.003763,0.003763
65,24938.2,0.85575,0.62542,1.21997,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.003664,0.003664,0.003664
66,25313.6,0.84872,0.62397,1.21281,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.003565,0.003565,0.003565
67,25689.6,0.84462,0.61809,1.21275,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.003466,0.003466,0.003466
68,26065,0.84354,0.60772,1.20609,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.003367,0.003367,0.003367
69,26441.6,0.8416,0.61057,1.20659,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.003268,0.003268,0.003268
70,26815.7,0.83336,0.60623,1.20582,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.003169,0.003169,0.003169
71,27194.3,0.83534,0.60601,1.20344,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.00307,0.00307,0.00307
72,27571.4,0.8312,0.60431,1.19999,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.002971,0.002971,0.002971
73,27946.9,0.81822,0.58562,1.19222,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.002872,0.002872,0.002872
74,28324.6,0.82214,0.59304,1.19236,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.002773,0.002773,0.002773
75,28700.8,0.81446,0.58951,1.18931,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.002674,0.002674,0.002674
76,29077,0.80649,0.57904,1.18684,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.002575,0.002575,0.002575
77,29453.7,0.81541,0.58617,1.19121,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.002476,0.002476,0.002476
78,29830,0.80725,0.57515,1.18505,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.002377,0.002377,0.002377
79,30206.9,0.79656,0.56952,1.17601,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.002278,0.002278,0.002278
80,30580.5,0.79126,0.56962,1.1764,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.002179,0.002179,0.002179
81,30955,0.78876,0.56005,1.17464,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.00208,0.00208,0.00208
82,31329,0.78633,0.55865,1.17185,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.001981,0.001981,0.001981
83,31704.3,0.78528,0.56041,1.16598,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.001882,0.001882,0.001882
84,32078.5,0.78487,0.55357,1.16749,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.001783,0.001783,0.001783
85,32456.9,0.78407,0.55112,1.16543,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.001684,0.001684,0.001684
86,32832.9,0.77143,0.54505,1.16238,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.001585,0.001585,0.001585
87,33209.4,0.7742,0.54672,1.16426,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.001486,0.001486,0.001486
88,33583.4,0.76175,0.53421,1.15567,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.001387,0.001387,0.001387
89,33959.3,0.75779,0.53156,1.15248,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.001288,0.001288,0.001288
90,34337.7,0.75084,0.52965,1.14698,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.001189,0.001189,0.001189
91,34763.1,nan,nan,nan,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.00109,0.00109,0.00109
92,35136,0.69228,0.40815,1.11186,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.000991,0.000991,0.000991
93,35510.9,0.68237,0.40146,1.10912,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.000892,0.000892,0.000892
94,35884.9,0.67152,0.39509,1.10238,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.000793,0.000793,0.000793
95,36257.8,0.66832,0.39107,1.0925,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.000694,0.000694,0.000694
96,36631.5,nan,nan,nan,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.000595,0.000595,0.000595
97,37006.6,0.64896,0.3796,1.08636,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.000496,0.000496,0.000496
98,37383.1,0.64397,0.37561,1.07798,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.000397,0.000397,0.000397
99,37761.9,0.63954,0.37264,1.07663,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.000298,0.000298,0.000298
100,38137.1,0.63522,0.36977,1.07503,0.45828,0.43044,0.40451,0.21458,nan,nan,nan,0.000199,0.000199,0.000199
